Beginning Fiscal Year,Ending Fiscal Year,County,School District, Amount of Aid 
2002,2003,Suffolk          ,Northport,103155
2002,2003,Suffolk          ,Oysterponds,3120
2002,2003,Suffolk          ,Patchoque-Medford,6864226.38
2002,2003,Suffolk          ,Port Jefferson,17625
2002,2003,Suffolk          ,Quogue,2505
2002,2003,Suffolk          ,Remsenburg,5070
2002,2003,Suffolk          ,Riverhead,1480030.3
2002,2003,Suffolk          ,Rocky Point,2366714.92
2002,2003,Suffolk          ,Sachem,8893663.6
2002,2003,Suffolk          ,Sag Harbor,15315
2002,2003,Suffolk          ,Sagaponack,885
2002,2003,Suffolk          ,Sayville,2423647.89
2002,2003,Suffolk          ,Shelter Island,4425
2002,2003,Suffolk          ,Shoreham-Wading River,688421.53
2002,2003,Suffolk          ,Smithtown,2623889.47
2002,2003,Suffolk          ,South Country,3177990.68
2002,2003,Suffolk          ,South Huntington,1841229.57
2002,2003,Suffolk          ,South Manor,590091.74
2002,2003,Suffolk          ,Southampton,27345
2002,2003,Suffolk          ,Southold,15210
2002,2003,Suffolk          ,Springs,13320
2002,2003,Suffolk          ,Three Village,3919703.92
2002,2003,Suffolk          ,Tuckahoe,6615
2002,2003,Suffolk          ,Wainscott Common,1470
2002,2003,Suffolk          ,West Babylon,3164078.39
2002,2003,Suffolk          ,West Islip,3658213.57
2002,2003,Suffolk          ,Westhampton Beach,14745
2002,2003,Suffolk          ,William Floyd,8693789.6
2002,2003,Suffolk          ,Wyandanch,2288399.43
2002,2003,Sullivan         ,Eldred,267136.32
2002,2003,Sullivan         ,Fallsburgh,996218.94
2002,2003,Sullivan         ,Liberty,1321815.9
2002,2003,Sullivan         ,Livingston Manor,352768.38
2002,2003,Sullivan         ,Monticello,2047320.7
2002,2003,Sullivan         ,Roscoe,66957.23
2002,2003,Sullivan         ,Sullivan West,888547.52
2002,2003,Sullivan         ,Tri-Valley,390683.17
2002,2003,Tioga            ,Candor,994898.46
2002,2003,Tioga            ,Newark Valley,1488381.37
2002,2003,Tioga            ,Owego-Apalachian,2214052.02
2002,2003,Tioga            ,Spencer-Van Etten,1130137.57
2002,2003,Tioga            ,Tioga,1312300.07
2002,2003,Tioga            ,Waverly,1827796.19
2002,2003,Tompkins         ,Dryden,1810378.78
2002,2003,Tompkins         ,Groton,1250147.56
2002,2003,Tompkins         ,Ithaca,2726408.26
2002,2003,Tompkins         ,Lansing,818552.87
2002,2003,Tompkins         ,Newfield,885485.52
2002,2003,Tompkins         ,Trumansburg,1433748.83
2002,2003,Ulster           ,Ellenville,1271610.81
2002,2003,Ulster           ,Highland,1274474.37
2002,2003,Ulster           ,Kingston,5472939.72
2002,2003,Ulster           ,Marlboro,87757.71
2002,2003,Ulster           ,New Paltz,1496630.49
2002,2003,Ulster           ,Onteora,190956.23
2002,2003,Ulster           ,Rondout Valley,1963275.7
2002,2003,Ulster           ,Saugerties,2388881.4
2002,2003,Ulster           ,Wallkill,2878643.62
2002,2003,Warren           ,Bolton,4050
2002,2003,Warren           ,Glens Falls,2043289.11
2002,2003,Warren           ,Glens Falls Common,58856.59
2002,2003,Warren           ,Hadley-Luzerne,566269.68
2002,2003,Warren           ,Johnsburg,128636.38
2002,2003,Warren           ,Lake George,16575
2002,2003,Warren           ,North Warren,10395
2002,2003,Warren           ,Queensbury,2479309.12
2002,2003,Warren           ,Warrensburg,864230.8
2002,2003,Washington       ,Argyle,736188.44
2002,2003,Washington       ,Cambridge,968429.42
2002,2003,Washington       ,Fort Ann,469245.49
2002,2003,Washington       ,Fort Edward,590319.31
2002,2003,Washington       ,Granville ,1321143.68
2002,2003,Washington       ,Greenwich,1002351.27
2002,2003,Washington       ,Hartford,663756.28
2002,2003,Washington       ,Hudson Falls,2317404.37
2002,2003,Washington       ,Putnam Central ,1605
2002,2003,Washington       ,Salem,770237.2
2002,2003,Washington       ,Whitehall,660660.85
2002,2003,Wayne            ,Clyde-Savannah,1090465.89
2002,2003,Wayne            ,Ganada Central,1078156.33
2002,2003,Wayne            ,Lyons,1135647.92
2002,2003,Wayne            ,Marion,1159277.5
2002,2003,Wayne            ,Newark,2631668.23
2002,2003,Wayne            ,North Rose-Wolcott,1444395.22
2002,2003,Wayne            ,Palmyra-Macedon,1834068.73
2002,2003,Wayne            ,Red Creek,1074453.23
2002,2003,Wayne            ,Sodus,1508801.62
2002,2003,Wayne            ,Wayne,1858252.41
2002,2003,Wayne            ,Williamson,1257195.2
2002,2003,Westchester      ,Ardsley,382869.8
2002,2003,Westchester      ,Bedford,72060
2002,2003,Westchester      ,Blind Brook,20310
2002,2003,Westchester      ,Briarcliff Manor,25380
2002,2003,Westchester      ,Bronxville,24900
2002,2003,Westchester      ,Bryam Hills,40530
2002,2003,Westchester      ,Chappaqua,61200
2002,2003,Westchester      ,Croton-Harmon,110074.3
2002,2003,Westchester      ,Dobbs Ferry,324888.2
2002,2003,Westchester      ,Eastchester,41775
2002,2003,Westchester      ,Edgemont,26220
2002,2003,Westchester      ,Elmsford,17505
2002,2003,Westchester      ,Greenburgh,39585
2002,2003,Westchester      ,Harrison,62445
2002,2003,Westchester      ,Hastings-On-Hudson,543842.79
2002,2003,Westchester      ,Hendrick Hudson,46080
2002,2003,Westchester      ,Irvington,30795
2002,2003,Westchester      ,Katonah-Lewisboro,64455
2002,2003,Westchester      ,Lakeland,3165328.65
2002,2003,Westchester      ,Mamaroneck,82830
2002,2003,Westchester      ,Mount Pleasant,32205
2002,2003,Westchester      ,Mount Vernon,6797249.63
2002,2003,Westchester      ,New Rochelle,3379554.43
2002,2003,Westchester      ,North Salem,22755
2002,2003,Westchester      ,Ossining,752969.3
2002,2003,Westchester      ,Peekskill,2290905.08
2002,2003,Westchester      ,Pelham,44253.23
2002,2003,Westchester      ,Pleasantville,379495.59
2002,2003,Westchester      ,Pocantico Hills,7500
2002,2003,Westchester      ,Port Chester,765542.32
2002,2003,Westchester      ,Rye,45045
2002,2003,Westchester      ,Rye Neck,22575
2002,2003,Westchester      ,Scarsdale,73515
2002,2003,Westchester      ,Somers,46935
2002,2003,Westchester      ,Tarrytown Union Free,396064.98
2002,2003,Westchester      ,Tuckahoe,17010
2002,2003,Westchester      ,Valhalla,21660
2002,2003,Westchester      ,White Plains,136009.9
2002,2003,Westchester      ,Yonkers,14288171.47
2002,2003,Westchester      ,Yorktown,1653510
2002,2003,Wyoming          ,Attica,1631460.25
2002,2003,Wyoming          ,Letchworth,1365055.42
2002,2003,Wyoming          ,Perry,1047750.27
2002,2003,Wyoming          ,Warsaw,979424.39
2002,2003,Wyoming          ,Wyoming,214603.04
2002,2003,Yates            ,Dundee,809738.17
2002,2003,Yates            ,Penn Yann,1179363.55
2003,2004,Albany           ,Albany,7580524.5
2003,2004,Albany           ,Berne-Knox-Westerlo,883653.67
2003,2004,Albany           ,Bethlehem,3040023.83
2003,2004,Albany           ,Cohoes,1913952.12
2003,2004,Albany           ,Green Island,243553.44
2003,2004,Albany           ,Guilderland,3387635.52
2003,2004,Albany           ,Maplewood,60133.46
2003,2004,Albany           ,Menands Csd,6270
2003,2004,Albany           ,North Colonie,1765106.61
2003,2004,Albany           ,Ravena-Coeymans,1570745.17
2003,2004,Albany           ,South Colonie,2460160.84
2003,2004,Albany           ,Voorheesville,764608.68
2003,2004,Albany           ,Watervliet,1334869.2
2003,2004,Allegany         ,Alfred Almond,628281.84
2003,2004,Allegany         ,Andover,345011.33
2003,2004,Allegany         ,Angelica-Belmont,679330.34
2003,2004,Allegany         ,Belfast,492784.7
2003,2004,Allegany         ,Bolivar-Richburg,1003354
2003,2004,Allegany         ,Canaseraga,293389.56
2003,2004,Allegany         ,Cuba-Rushford,998781.39
2003,2004,Allegany         ,Fillmore,732853.59
2003,2004,Allegany         ,Friendship,395051.88
2003,2004,Allegany         ,Scio,501669.12
2003,2004,Allegany         ,Wellsville,1298815.83
2003,2004,Allegany         ,Whitesville,296251.73
2003,2004,Broome           ,Binghamton,5664390.41
2003,2004,Broome           ,Chenango Forks,1861148.01
2003,2004,Broome           ,Chenango Valley,1525146.68
2003,2004,Broome           ,Deposit,342694.02
2003,2004,Broome           ,Harpursville,1144516.5
2003,2004,Broome           ,Johnson City,1852090.5
2003,2004,Broome           ,Maine-Endwell,2339519.01
2003,2004,Broome           ,Susquehanna Valley,2096125.4
2003,2004,Broome           ,Union-Endicott,3784894.74
2003,2004,Broome           ,Vestal,3353293.02
2003,2004,Broome           ,Whitney Point,2139052.01
2003,2004,Broome           ,Windsor,1893572.79
2003,2004,Cattaraugus      ,Allegany-Limestone,1309991.9
2003,2004,Cattaraugus      ,Cattaraugus,1179598.65
2003,2004,Cattaraugus      ,Ellicottville,111235.78
2003,2004,Cattaraugus      ,Franklinville,982557.15
2003,2004,Cattaraugus      ,Gowanda,1378813.77
2003,2004,Cattaraugus      ,Hinsdale,482428.36
2003,2004,Cattaraugus      ,Olean,2309307.08
2003,2004,Cattaraugus      ,Portville,1148925.54
2003,2004,Cattaraugus      ,Randolph,855726.67
2003,2004,Cattaraugus      ,Salamanca,1614281.96
2003,2004,Cattaraugus      ,West Valley,440222.67
2003,2004,Cattaraugus      ,Yorkshire-Pioneer,2850327.5
2003,2004,Cayuga           ,Auburn,4155145.23
2003,2004,Cayuga           ,Cato-Meridian,1247786.22
2003,2004,Cayuga           ,Moravia,992235.5
2003,2004,Cayuga           ,Port Byron,1193192.78
2003,2004,Cayuga           ,Southern Cayuga,898068.73
2003,2004,Cayuga           ,Union Springs,935501.27
2003,2004,Cayuga           ,Weedsport,915513.91
2003,2004,Chautauqua       ,Bemus Point,572614.61
2003,2004,Chautauqua       ,Brocton,766871.2
2003,2004,Chautauqua       ,Cassadaga Valley,1377270.15
2003,2004,Chautauqua       ,Chautauqua,15180
2003,2004,Chautauqua       ,Clymer,314967.38
2003,2004,Chautauqua       ,Dunkirk,1612607.25
2003,2004,Chautauqua       ,Falconer,1272503.31
2003,2004,Chautauqua       ,Forestville,498130.84
2003,2004,Chautauqua       ,Fredonia,1569538.17
2003,2004,Chautauqua       ,Frewsburg,1019151.73
2003,2004,Chautauqua       ,Jamestown,5344821.25
2003,2004,Chautauqua       ,Panama,793469.86
2003,2004,Chautauqua       ,Pine Valley,815931.57
2003,2004,Chautauqua       ,Ripley,451302.69
2003,2004,Chautauqua       ,Sherman,466143.62
2003,2004,Chautauqua       ,Silver Creek,1185771.96
2003,2004,Chautauqua       ,Southwestern,1439667.08
2003,2004,Chautauqua       ,Westfield,912240.18
2003,2004,Chemung          ,Elmira,7150579.41
2003,2004,Chemung          ,Elmira Heights,1125936.88
2003,2004,Chemung          ,Horseheads,3704920.36
2003,2004,Chenango         ,Afton,690664.46
2003,2004,Chenango         ,Bainbridge,1029370.48
2003,2004,Chenango         ,Georgetown,427091.48
2003,2004,Chenango         ,Greene,1406502.17
2003,2004,Chenango         ,Norwich,2081809.67
2003,2004,Chenango         ,Oxford,950004.2
2003,2004,Chenango         ,Sherburne-Earlville,1836921.38
2003,2004,Chenango         ,Unadilla Valley,1052946.35
2003,2004,Clinton          ,Ausable Valley,1185425.37
2003,2004,Clinton          ,Beekmantown,1627528.73
2003,2004,Clinton          ,Chazy,489679.73
2003,2004,Clinton          ,Northeastern,1478229.98
2003,2004,Clinton          ,Northern Adirondack,1094817.96
2003,2004,Clinton          ,Peru,2076672.48
2003,2004,Clinton          ,Plattsburgh,1625158.53
2003,2004,Clinton          ,Saranac,1781874.04
2003,2004,Columbia         ,Chatham,416724.58
2003,2004,Columbia         ,Copake-Taconic Hills,735685.59
2003,2004,Columbia         ,Germantown,463990.16
2003,2004,Columbia         ,Hudson,1653447.37
2003,2004,Columbia         ,Kinderhook,1707277.77
2003,2004,Columbia         ,New Lebanon,152367.16
2003,2004,Cortland         ,Cincinnatus,774062.15
2003,2004,Cortland         ,Cortland,2506001.19
2003,2004,Cortland         ,Homer,2184103.11
2003,2004,Cortland         ,Marathon,1118177.12
2003,2004,Cortland         ,Mcgraw,598118.81
2003,2004,Delaware         ,Andes,2205
2003,2004,Delaware         ,Charlotte Valley,397584.34
2003,2004,Delaware         ,Delhi,698834.48
2003,2004,Delaware         ,Downsville,5340
2003,2004,Delaware         ,Franklin,291538.56
2003,2004,Delaware         ,Hancock,387085
2003,2004,Delaware         ,Margaretville,8460
2003,2004,Delaware         ,Roxbury,98907.4
2003,2004,Delaware         ,Sidney,1394434.73
2003,2004,Delaware         ,South Kortright,227371.94
2003,2004,Delaware         ,Stamford,406641.46
2003,2004,Delaware         ,Walton,955095.75
2003,2004,Dutchess         ,Arlington,6373027.75
2003,2004,Dutchess         ,Beacon,2443177.18
2003,2004,Dutchess         ,Dover,1287480.23
2003,2004,Dutchess         ,Hyde Park,3137506.99
2003,2004,Dutchess         ,Millbrook,78421.54
2003,2004,Dutchess         ,Northeast,277078.39
2003,2004,Dutchess         ,Pawling,447516.28
2003,2004,Dutchess         ,Pine Plains,562512.65
2003,2004,Dutchess         ,Poughkeepsie,4089784.09
2003,2004,Dutchess         ,Red Hook,1538357.24
2003,2004,Dutchess         ,Rhinebeck,20985
2003,2004,Dutchess         ,Spackenkill,901864.32
2003,2004,Dutchess         ,Wappingers Falls,6341795.3
2003,2004,Erie             ,Akron,1529081.85
2003,2004,Erie             ,Alden,1656004.27
2003,2004,Erie             ,Amherst Central,2062061.19
2003,2004,Erie             ,Buffalo,42283284.04
2003,2004,Erie             ,Cheektowaga,1252656.67
2003,2004,Erie             ,Cheektowaga-Maryvale,1736039.06
2003,2004,Erie             ,Cheektowaga-Sloan,1070168.51
2003,2004,Erie             ,Clarence,3013229.14
2003,2004,Erie             ,Cleveland Hill,1446892.83
2003,2004,Erie             ,Depew,1952300.85
2003,2004,Erie             ,East Aurora,1119141.03
2003,2004,Erie             ,Eden,1399804.11
2003,2004,Erie             ,Evans-Brant,3018034.45
2003,2004,Erie             ,Frontier,4260816.12
2003,2004,Erie             ,Grand Island,2267476.74
2003,2004,Erie             ,Hamburg,3026648.34
2003,2004,Erie             ,Holland,1091468.61
2003,2004,Erie             ,Iroquois,1931360.88
2003,2004,Erie             ,Kenmore-Tonawanda,6459406.45
2003,2004,Erie             ,Lackawanna,1965485.05
2003,2004,Erie             ,Lancaster,4226839.5
2003,2004,Erie             ,North Collins,632485.59
2003,2004,Erie             ,Orchard Park,3395104.39
2003,2004,Erie             ,Springville,1968542.97
2003,2004,Erie             ,Sweet Home,2221924.04
2003,2004,Erie             ,Tonawanda,2031942.1
2003,2004,Erie             ,West Seneca,5838758.7
2003,2004,Erie             ,Williamsville,6310829.83
2003,2004,Essex            ,Crown Point,324517.88
2003,2004,Essex            ,Elizabethtown,316588.41
2003,2004,Essex            ,Keene,2670
2003,2004,Essex            ,Lake Placid,71352.09
2003,2004,Essex            ,Minerva,2235
2003,2004,Essex            ,Moriah,812100.72
2003,2004,Essex            ,Newcomb,945
2003,2004,Essex            ,Schroon Lake,5025
2003,2004,Essex            ,Ticonderoga,339685.53
2003,2004,Essex            ,Westport,88257.78
2003,2004,Essex            ,Willsboro,94342.44
2003,2004,Franklin         ,Brushton-Moira,927522.74
2003,2004,Franklin         ,Chateaugay,575397.64
2003,2004,Franklin         ,Malone,2524866.37
2003,2004,Franklin         ,Salmon River,1646252.56
2003,2004,Franklin         ,Saranac Lake,563130.08
2003,2004,Franklin         ,St. Regis Falls,278776.6
2003,2004,Franklin         ,Tupper Lake,868374.93
2003,2004,Fulton           ,Broadalbin,1634040.69
2003,2004,Fulton           ,Gloversville,3115281.34
2003,2004,Fulton           ,Johnstown,2036713.27
2003,2004,Fulton           ,Mayfield,1020792.65
2003,2004,Fulton           ,Northville,190796.31
2003,2004,Fulton           ,Oppenheim-Ephratah,418506.26
2003,2004,Fulton           ,Wheelerville,67469.25
2003,2004,Genesee          ,Alexander,1008002.92
2003,2004,Genesee          ,Batavia,2317876.87
2003,2004,Genesee          ,Byron-Bergen,1099257.48
2003,2004,Genesee          ,Elba,558538.49
2003,2004,Genesee          ,Le Roy,1229394.36
2003,2004,Genesee          ,Oakfield-Alabama,1112188.85
2003,2004,Genesee          ,Pavilion,942787.75
2003,2004,Genesee          ,Pembroke,1255557.52
2003,2004,Greene           ,Cairo-Durham,1271291
2003,2004,Greene           ,Catskill,1102604.1
2003,2004,Greene           ,Coxsackie-Athens,1036955.21
2003,2004,Greene           ,Greenville,960702.68
2003,2004,Greene           ,Hunter-Tannersville,9915
2003,2004,Greene           ,Windham-Ashland,8010
2003,2004,Hamilton         ,Indian Lake-Inlet,3015
2003,2004,Hamilton         ,Inlet Commons,840
2003,2004,Hamilton         ,Lake Pleasant,1635
2003,2004,Hamilton         ,Long Lake,1380
2003,2004,Hamilton         ,Piseco Common,540
2003,2004,Hamilton         ,Raquette Lake,255
2003,2004,Hamilton         ,Wells,2055
2003,2004,Herkimer         ,Bridgewater,1484491.73
2003,2004,Herkimer         ,Dolgeville,909867.58
2003,2004,Herkimer         ,Frankfort-Schuyler,945773.64
2003,2004,Herkimer         ,Herkimer,1178906.74
